Title,Link,Download_date
Z trávníku do těžkého strojírenství. Bývalý slávista o nové profesi i frustraci z vedení Dynama,https://www.sport.cz/clanek/fotbal-z-travniku-do-tezkeho-strojirenstvi-byvaly-slavista-o-nove-profesi-i-frustraci-z-vedeni-dynama-5042840,2024-12-29-12-25
V prestižním časopisu Science zabodovali i výzkumníci Západočeské univerzity,https://www.novinky.cz/clanek/veda-skoly-v-prestiznim-casopisu-science-zabodovali-i-vyzkumnici-zapadoceske-univerzity-40502176,2024-12-29-12-25
"Příběh Adama: Vzbudil jsem se a farář mi ležel v rozkroku. Policii zajímalo, jestli jsem gay",https://www.novinky.cz/clanek/podcasty-pod-svicnem-pribeh-adama-vzbudil-jsem-se-a-farar-mi-lezel-v-rozkroku-policii-zajimalo-jestli-jsem-gay-40501152,2024-12-29-12-25
Dva přeživší. Nejméně 177 mrtvých po nepovedeném přistávacím manévru letadla v Jižní Koreji,https://www.novinky.cz/clanek/zahranicni-nehoda-dopravniho-letadla-v-jizni-koreji-40502504,2024-12-29-12-25
"Loutkář, nebo filantrop? O miliardáři Sorosovi mají konspirátoři jasno",https://www.novinky.cz/clanek/podcasty-retezak-loutkar-nebo-filantrop-o-miliardari-sorosovi-maji-konspiratori-jasno-40501841,2024-12-29-12-25
"Pohyb je prospěšný pro hubnutí, řekl soud muži, jemuž se nelíbil trest obecně prospěšných prací",https://www.novinky.cz/clanek/krimi-pohyb-je-prospesny-pro-hubnuti-rekl-soud-muzi-jemuz-se-nelibil-trest-obecne-prospesnych-praci-40502287,2024-12-29-12-25
KOMENTÁŘ: Dárek od Putina - Alex Švamberk,https://www.novinky.cz/clanek/komentare-komentar-darek-od-putina-alex-svamberk-40502415,2024-12-29-12-25
Odvážný liberecký strážník se pro lidi vrhl do hořícího baru,https://www.novinky.cz/clanek/domaci-zpravy-liberecky-kraj-odvazny-liberecky-straznik-se-pro-lidi-vrhl-do-horiciho-baru-40501833,2024-12-29-12-25
V Kanadě sjelo z ranveje letadlo a začalo hořet,https://www.novinky.cz/clanek/zahranicni-amerika-v-kanade-sjelo-z-ranveje-letadlo-a-zacalo-horet-40502512,2024-12-29-12-25
"Americký dárce 4 milionů je pro Lidice záhadou, stal se zdejším hrdinou",https://www.novinky.cz/clanek/domaci-zpravy-stredocesky-kraj-americky-darce-4-milionu-je-pro-lidice-zahadou-stal-se-zdejsim-hrdinou-40501368,2024-12-29-12-25
V gruzínském parlamentu byl inaugurován prezidentem kritik Západu Kavelašvili,https://www.novinky.cz/clanek/zahranicni-v-gruzinskem-parlamentu-byl-inaugurovan-prezidentem-kritik-zapadu-kavelasvili-40502507,2024-12-29-12-25
Jihokorejské letadlo vyslalo dvě minuty před nepodařeným přistáním nouzové volání,https://www.novinky.cz/clanek/zahranicni-svet-jihokorejske-letadlo-vyslalo-dve-minuty-pred-nepodarenym-pristanim-nouzove-volani-40502505,2024-12-29-12-25
Tragédie labradorských Inuitů po návštěvě Prahy v 19. století,https://www.novinky.cz/clanek/historie-tragedie-labradorskych-inuitu-po-navsteve-prahy-v-19-stoleti-40467595,2024-12-29-12-25
"Omylem mu spadl iPhone do darovacího boxu. Už patří Bohu, vzkázal chrám",https://www.novinky.cz/clanek/koktejl-omylem-mu-spadnul-iphone-do-darovaciho-boxu-uz-patri-bohu-vzkazal-chram-40502461,2024-12-29-12-25
"Volmanova vila: Klenot, který hostil StarDance",https://www.novinky.cz/clanek/bydleni-volmanova-vila-klenot-ktery-hostil-stardance-40498348,2024-12-29-12-25
Zvolení Václava Havla prezidentem bylo tak trochu zázrak - v roce zázraků,https://www.novinky.cz/clanek/historie-zvoleni-vaclava-havla-prezidentem-bylo-tak-trochu-zazrak-v-roce-zazraku-40502418,2024-12-29-12-25
KVÍZ: Zimní exotika na dosah. Jak dobře znáte cizokrajné destinace dostupné přímými lety z Česka?,https://www.novinky.cz/clanek/cestovani-kviz-zimni-exotika-na-dosah-jak-dobre-znate-cizokrajne-destinace-dostupne-primymi-lety-z-ceska-40501921,2024-12-29-12-25
OBRAZEM: Přece se nebudeme dusit dole. Tisíce lidí utekly před smogem na Lysou horu,https://www.novinky.cz/clanek/domaci-zpravy-moravskoslezsky-kraj-prece-se-nebudeme-dusit-dole-tisice-lidi-utekly-pred-smogem-na-lysou-horu-40502495,2024-12-29-12-25
"Na slevy zapomeňte. Tři mobily, které si stále drží svou cenu",https://www.novinky.cz/clanek/internet-a-pc-mobil-na-slevy-zapomente-tri-mobily-ktere-si-stale-drzi-svou-cenu-40502389,2024-12-29-12-25
"V Krkonoších kolabuje doprava. Před Špindlerovým Mlýnem jsou kolony, parkoviště jsou plná",https://www.novinky.cz/clanek/domaci-v-krkonosich-kolabuje-doprava-pred-spindlerovym-mlynem-jsou-kolony-parkoviste-jsou-plna-40502525,2024-12-29-12-25
"Smutný konec roku v Janovicích, plameny zničily přízemí rodinného domu",https://www.novinky.cz/clanek/domaci-zpravy-moravskoslezsky-kraj-smutny-konec-roku-v-janovicich-plameny-znicily-prizemi-rodinneho-domu-40502528,2024-12-29-12-25
Malé dítě bylo desítky centimetrů od pádu do kráteru aktivního vulkánu,https://www.novinky.cz/clanek/zahranicni-amerika-male-dite-bylo-desitky-centimetru-od-padu-do-krateru-aktivniho-vulkanu-40502502,2024-12-29-12-25
Americká sonda se na Štědrý den dostala historicky nejblíže ke Slunci,https://www.novinky.cz/clanek/veda-skoly-americka-sonda-se-na-stedry-den-dostala-historicky-nejblize-ke-slunci-40502488,2024-12-29-12-25
KOMENTÁŘ: Rok 2024 nás zavedl do nebezpečného území – Tomáš Klvaňa,https://www.novinky.cz/clanek/komentare-komentar-rok-2024-nas-zavedl-do-nebezpecneho-uzemi-tomas-klvana-40502291,2024-12-29-12-25
Podíl kvalifikovaných učitelů ZŠ se v minulém školním roce mírně snížil,https://www.novinky.cz/clanek/veda-skoly-podil-kvalifikovanych-ucitelu-zs-se-v-minulem-skolnim-roce-mirne-snizil-40501995,2024-12-29-12-25
Školák v Jeseníkách narazil na lyžích do kovové konstrukce,https://www.novinky.cz/clanek/krimi-skolak-v-jesenikach-narazil-na-lyzich-do-kovove-konstrukce-40502496,2024-12-29-12-25
ZMĚNY V ROCE 2025: Důchodová reforma změní příjmy pracujících seniorů,https://www.novinky.cz/clanek/ekonomika-zmeny-v-roce-2025-duchodova-reforma-zmeni-prijmy-pracujicich-senioru-40502411,2024-12-29-12-25
Meteorologové varují před náledím úplně celou republiku,https://www.novinky.cz/clanek/domaci-meteorologove-varuji-pred-naledim-uplne-celou-republiku-40502524,2024-12-29-12-25
"Zemřel Osamu Suzuki, japonskou automobilku vedl více než 40 let",https://www.novinky.cz/clanek/auto-zemrel-osamu-suzuki-japonskou-automobilku-vedl-vice-nez-40-let-40502479,2024-12-29-12-25
Rammstein zvou do zákulisí. Dokument vznikal pět let,https://www.novinky.cz/clanek/kultura-hudba-rammstein-zvou-do-zakulisi-dokument-vznikal-pet-let-40502428,2024-12-29-12-25
